"Food ID","Name","Optional Name","Description","Scientific Name","Derivation","Nitrogen Factor","Fat Factor","Specific Gravity","Sampling details","Inedible Portion","Edible Portion","Group","Sub Group","Sort Order"
"15A10080","Clerodendrum Floribundum, Smooth Spiderbush, Root","Smooth Spiderbush","Wild harvested Australian indigenous food.","Clerodendrum floribundum","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1163"
"15A10083","Cochlospermum Fraseri, Kapok Tree, Flower","Kapok Tree","Wild harvested Australian indigenous food.","Cochlospermum fraseri","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1164"
"15A10082","Cochlospermum Gillivraei, Kapok Tree, Flower","Kapok Tree","Wild harvested Australian indigenous food.","Cochlospermum gillivraei","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1165"
"15A10081","Cochlospermum Gillivraei, Kapok Tree, Root","Kapok Tree","Wild harvested Australian indigenous food.","Cochlospermum gillivraei","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1166"
"15A10084","Cocos Nucifera, Coconut, Flesh","Coconut","Wild harvested Australian indigenous food.","Cocos nucifera","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1167"
"15A10085","Cocos Nucifera, Coconut, Milk","coconut","Wild harvested Australian indigenous food.","cocos nucifera","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1168"
"15A10086","Colocasia Esculenta, Taro, Root","Taro","Wild harvested Australian indigenous food.","Colocasia esculenta","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1169"
"15A10087","Commelina Cyanea, Scurvy Weed, Bud","Scurvy weed","Wild harvested Australian indigenous food.","Commelina cyanea","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1170"
"15A10288","Cordia Myxa, Sebestan Tree, Fruit","Sebestan Tree","Wild harvested Australian indigenous food.","Cordia myxa","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1171"
"15A40006","Cossidae Sp., Witchetty Grub, Cooked","Witchetty Grub","Wild harvested Australian indigenous food.","Cossidae sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1172"
"15A40007","Cossidae Sp., Witchetty Grub, Dried","Witchetty Grub","Wild harvested Australian indigenous food.","Cossidae sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1173"
"15A40005","Cossidae Sp., Witchetty Grub, Raw","Witchetty Grub","Wild harvested Australian indigenous food.","Cossidae sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1174"
"15A10289","Costa Sp., Green Ginger, Fruit","Green Ginger","Wild harvested Australian indigenous food.","Costa sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1175"
"15A10290","Cucumis Melo Ssp. Agrestis, Native Cucumber, Fruit","Native Cucumber","Wild harvested Australian indigenous food.","Cucumis melo ssp. agrestis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1176"
"15A10291","Cucumis Trigonus, Native Melon, Fruit","Native Melon","Wild harvested Australian indigenous food.","Cucumis trigonus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1177"
"15A10088","Curculigo Ensifolia, Grass Potato, Root","Grass Potato","Wild harvested Australian indigenous food.","Curculigo ensifolia","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1178"
"15A10089","Curcuma Australasica, Native Ginger, Tuber","Native Ginger","Wild harvested Australian indigenous food.","Curcuma australasica","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1179"
"15A10090","Cyathea Sp., Tree Fern, Leaf Frond","Tree Fern","Wild harvested Australian indigenous food.","Cyathea sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1180"
"15A10091","Cycas Angulata, Cycad, Food","Cycad","Wild harvested Australian indigenous food.","Cycas angulata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1181"
"15A10092","Cycas Armstrongii, Cycad, Food","Cycad","Wild harvested Australian indigenous food.","Cycas armstrongii","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1182"
"15A10093","Cycas Media, Cycad, Food","","Wild harvested Australian indigenous food.","cycas media","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1183"
"15A10094","Cymbidium Canaliculatum, Black Orchid, Nut","Black Orchid","Wild harvested Australian indigenous food.","Cymbidium canaliculatum","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1184"
"15A10095","Cymbonotus Breissianys, Leaves","","Wild harvested Australian indigenous food.","Cymbonotus breissianys","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1185"
"15A10292","Cynanchum Pedunculatum, Fruit","","Wild harvested Australian indigenous food.","Cyanchum pedunculatum","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1186"
"15A10096","Cyperus Bulbosus, Native Onion, Bulb","Native Onion","Wild harvested Australian indigenous food.","Cyperus bulbosus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1187"
"15A10097","Cyperus Bulbosus, Native Onion, Bulb Cooked","Native Onion","Wild harvested Australian indigenous food.","Cyperus bulbosus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1188"
"15A10098","Cyperus Rotundus, Wild Onion, Bulb","Wild Onion","Wild harvested Australian indigenous food.","Cyperus Rotundus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1189"
"15A10099","Cyperus Rotundus, Wild Onion, Bulb Cooked","Wild Onion","Wild harvested Australian indigenous food.","Cyperus rotundus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1190"
"15A10101","Cyperus Sp., Bush Onion, Bulb","Bush Onion","Wild harvested Australian indigenous food.","Cyperus sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1191"
"15A10100","Cyperus Sp., Bush Onion, Stalk","Bush Onion","Wild harvested Australian indigenous food.","Cyperus sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1192"
"15A40008","Cystococcus Sp., Bloodwood Apple, Gall Lining","Bloodwood Apple","Wild harvested Australian indigenous food.","Cystococcus sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1193"
"15A10102","Cytosperma Chamissonis","","Wild harvested Australian indigenous food.","Cytosperma chamissonis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1194"
"15A10293","Davidsonia Pruriens, Davidson Plum, Fruit","Davidson Plum","Wild harvested Australian indigenous food.","Davdisonia pruriens","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1195"
"15A10103","Dendrobium Speciosum, King Orchid, Stem","King Orchid","Wild harvested Australian indigenous food.","Dendrobium speciosum","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1196"
"15A10294","Dendrocnide Excelsa, Stinging Tree, Fruit","Stinging Tree","Wild harvested Australian indigenous food.","Dendrocnide excelsa","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1197"
"15A10295","Dendrocnide Photinophylla, Shiny-Leave Stinging Tree, Fruit","Shiny-Leaf Stinging Tree","Wild harvested Australian indigenous food.","Dendrocnide photinophylla","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1198"
"15A10104","Dianella Laevis, Flax Lilly, Tuber","Flax Lilly","Wild harvested Australian indigenous food.","Dianella laevis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1199"
"15A10296","Dichapetalum Papuanum, Fruit","","Wild harvested Australian indigenous food.","Dichapetalum papuanum","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1200"
"15A10105","Dioscorea Alata, Yam, Tuber","Yam","Wild harvested Australian indigenous food.","Dioscorea alata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1201"
"15A10107","Dioscorea Bulbifera Var. Bulbifera, Yam, Tuber","Yam","Wild harvested Australian indigenous food.","Dioscorea bulbifera var. bulbifera","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1202"
"15A10108","Dioscorea Bulbifera Var. Elongata, Yam, Tuber","Yam","Wild harvested Australian indigenous food.","Dioscorea bulbifera var. elongata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1203"
"15A10106","Dioscorea Bulbifera, Cheeky Yam, Tuber","Cheeky Yam","Wild harvested Australian indigenous food.","Dioscorea bulbifera","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1204"
"15A10110","Dioscorea Sp., Kalumburu Yam, Tuber","Kalumburu Yam","Wild harvested Australian indigenous food.","Dioscorea sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1205"
"15A10109","Dioscorea Sp., Yam, Tuber","Yam","Wild harvested Australian indigenous food.","Dioscorea sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1206"
"15A10113","Dioscorea Transversa, Long Yam, Bulb","Long Yam","Wild harvested Australian indigenous food.","Dioscorea transversa","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","NIl","100%","Indigenous Foods","","1207"
"15A10111","Dioscorea Transversa, Long Yam, Tuber","Long Yam","Wild harvested Australian indigenous food.","Dioscorea transversa","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1208"
"15A10112","Dioscorea Transversa, Long Yam, Tuber Cooked","Long Yam","Wild harvested Australian indigenous food.","Dioscorea transversa","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1209"
"15A10297","Diospyrus Sp., Jurdal, Fruit","Jurdal","Wild harvested Australian indigenous food.","Diospyrus sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1210"
"15A10298","Diploglottis Campbellii, Tamarind, Fruit","Tamarind","Wild harvested Australian indigenous food.","Diploglottis campbellii","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1211"
"15A20023","Dugong Dugon, Dugong, Flesh","Dugong","Wild harvested Australian indigenous food.","Dugong dugon","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1212"
"15A10114","Dysphania Kalpari, Rats Tails, Seed","Rats Tails","Wild harvested Australian indigenous food.","Dysphania kalpari","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1213"
"15A10115","Elaeocarpus Bancroftii, Johnstone River Almond, Kernel","Johnstone River Almond","Wild harvested Australian indigenous food.","Elaeocarpus bancroftii","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1214"
"15A10116","Elastosterna Reticulatum, Stem","","Wild harvested Australian indigenous food.","Elastosterna reticulatum","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1215"
"15A10299","Eleocarpus Grandis, Blue Quandong, Fruit","Blue Quandong","Wild harvested Australian indigenous food.","Eleocarpus grandis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1216"
"15A10117","Eleocharis Dulcis, Spike Rush, Tuber","Spike Rush","Wild harvested Australian indigenous food.","Eleocharis dulcis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1217"
"15A10300","Eleocharis Dulcis, Water Chestnut, Chestnut","Water Chestnut","Wild harvested Australian indigenous food.","Eleocharis dulcis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1218"
"15A20025","Elseya Dentata, Northern Snapping Turtle, Flesh","northern snapping turtle","Wild harvested Australian indigenous food.","Elseya dentata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1219"
"15A20024","Elseya Dentata, Northern Snapping Turtle, Soup","Northern Snapping Turtle","Wild harvested Australian indigenous food.","Elseya dentata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1220"
"15A10118","Emilia Sp., Thistle, Whole Plant","Thistle","Wild harvested Australian indigenous food.","Emilia sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1221"
"15A10301","Enchylaena Tomentosa, Ruby Saltbush, Fruit","Ruby Saltbush","Wild harvested Australian indigenous food.","Enchylaena tomentosa","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1222"
"15A10120","Eragrostis Eriopoda, Wollybutt Grass, Seed","Wollybutt Grass","Wild harvested Australian indigenous food.","Eragrostis eriopoda","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1223"
"15A10119","Eragrostis Eriopoda, Wollybutt Grass, Seed Paste","Wollybutt Grass","Wild harvested Australian indigenous food.","Eragrostis eriopoda","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1224"
"15A10121","Eragrostis Parviflora, Seed","","Wild harvested Australian indigenous food.","Eragrostis parviflora","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1225"
"15A10122","Eremophila Latrobei, Poverty Bush, Flower","Poverty Bush","Wild harvested Australian indigenous food.","Eremophila latrobei","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1226"
"15A20026","Eretmochelys Imbricata, Hawksbill Turtle, Egg","Hawksbill Turtle","Wild harvested Australian indigenous food.","Eretmochelys imbricata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1227"
"15A10123","Eriosema Chinense, Root","","Wild harvested Australian indigenous food.","Eriosema chinense","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1228"
"15A10124","Eucalyptus Gamophylla, Blue Mallee, Seed","Blue Mallee","Wild harvested Australian indigenous food.","Eucalyptus gamophylla","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1229"
"15A10125","Eucalyptus Intertexta, Bastard Coolibah, Seed","Bastard Coolibah","Wild harvested Australian indigenous food.","Eucalyptus intertexta","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1230"
"15A10126","Eucalyptus Normantonensis, Normanton Box, Seed","Mormanton Box","Wild harvested Australian indigenous food.","Eucalyptus normantonensis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1231"
"15A10303","Eugenia (?) Wilsonii, Dabugay, Fruit","Dabugay","Wild harvested Australian indigenous food.","Eugenia (?) wilsonii","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1232"
"15A10302","Eugenia Reinwardtiana, Cedar Bay Cherry, Fruit","Cedar Bay cherry","Wild harvested Australian indigenous food.","Eugenia reinwardtiana","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1233"
"15A10304","Eupomatia Laurina, Native Guava, Fruit","Native Guava","Wild harvested Australian indigenous food.","Eupomatia laurina","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1234"
"15A10127","Eustrephus Latifolius, Wombat Berry, Tuber","Wombat Berry","Wild harvested Australian indigenous food.","Eustrephus latifolius","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1235"
"15A10305","Exocarpus Latifolius, Native Cherry, Fruit","Native Cherry","Wild harvested Australian indigenous food.","Exocarpus latifolius","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1236"
"15A10306","Ficus Coronata, Sandpaper Fig, Fruit","Sandpaper Fig","Wild harvested Australian indigenous food.","Ficus Coronata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1237"
"15A10307","Ficus Destruens, Strangler Fig, Fruit","Strangler Fig","Wild harvested Australian indigenous food.","Ficus destruens","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1238"
"15A10308","Ficus Lepoclada, Apricot Fig, Fruit","Apricot Fig","Wild harvested Australian indigenous food.","Ficus lepoclada","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1239"
"15A10128","Ficus Opposita, Sandpaper Fig, Flower","Sandpaper Fig","Wild harvested Australian indigenous food.","Ficus opposita","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1240"
"15A10309","Ficus Opposita, Sandpaper Fig, Fruit","Sandpaper Fig","Wild harvested Australian indigenous food.","Ficus opposita","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1241"
"15A10310","Ficus Platypoda, Wild Fig, Fruit","Wild Fig","Wild harvested Australian indigenous food.","Ficus platypoda","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1242"
"15A10311","Ficus Platypoda, Wild Fig, Fruit Dried","Wild Fig","Wild harvested Australian indigenous food.","Ficus platypoda","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1243"
"15A10312","Ficus Racemosa, Cluster Fig, Fruit","Cluster Fig","Wild harvested Australian indigenous food.","Ficus racemosa","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1244"
"15A10313","Ficus Sp., Smooth Leaf Fig, Fruit","Smooth Leaf Fig","Wild harvested Australian indigenous food.","Ficus sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1245"
"15A10314","Ficus Watkinsiana, Fig, Fruit","Fig","Wild harvested Australian indigenous food.","Ficus watkinsiana","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1246"
"15A10129","Fimbristylis Oxystachya, Fringe Rush, Damper","Fringe Rush","Wild harvested Australian indigenous food.","Fimbristylis oxystachya","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1247"
"15A10130","Fimbristylis Oxystachya, Fringe Rush, Seed","Fringe Rush","Wild harvested Australian indigenous food.","Fimbristylis oxystachya","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1248"
"15A10315","Flacourtia Territorialis","","Wild harvested Australian indigenous food.","Flacourtia territorialis","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1249"
"15A10476","Flower, Rosella (Native)","","Whole buds, red in colour, supplied commercially in frozen state.","Abelmoschus moschatus ssp tuberosus","Analysed","6.25","1.000","0.000","All analyses conducted on one sample (1 kg) obtained in 2005. Note low sum of proximates (approximately 95 g/100 g) however the food may contain organic acids, which were not analysed.","Nil","100%","Indigenous Foods","","1250"
"15A10131","Flueggea Virosa, Bulb","","Wild harvested Australian indigenous food.","Flueggea virosa","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1251"
"15A10316","Flueggea Virosa, Ragah, Fruit","Ragah","Wild harvested Australian indigenous food.","Flueggea virosa","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1252"
"15A10132","Gahnia Aspera, Saw Sedge, Seed","Saw Sedge","Wild harvested Australian indigenous food.","Gahnia aspera","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1253"
"15A10133","Gahnia Sp., Saw Sedge, Seed","Saw Sedge","Wild harvested Australian indigenous food.","Gahnia sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1254"
"15A20027","Gallinula Mortierii, Tasmanian Native Hen, Egg","Tasmanian Native Hen","Wild harvested Australian indigenous food.","Gallinula mortierii","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1255"
"15A10134","Gastrodia Sesamoides, Potato Orchid, Tuber","Potato Orchid","Wild harvested Australian indigenous food.","Gastrodia sesamoides","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1256"
"15A10135","Geranium Sp., Australian Cranesbill, Taproot","Australian Cranesbill","Wild harvested Australian indigenous food.","Geranium sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1257"
"15A10136","Grevillea Leucopteris, Seed","","Wild harvested Australian indigenous food.","Grevillea leucopteris","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1258"
"15A10137","Grevillea Leucopteris, Seed Wings","","Wild harvested Australian indigenous food.","Grevillea leucopteris","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1259"
"15A10138","Grevillea Pteridifolia, Golden Grevillea, Seed","Golden Grevillea","Wild harvested Australian indigenous food.","Grevillea pteridifolia","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1260"
"15A10139","Grevillea Pteridifolia, Golden Grevillea, Seed Wings","Golden Grevillea","Wild harvested Australian indigenous food.","Grevillea pteridifolia","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1261"
"15A10140","Grevillea Pteridifolia, Silky Oak, Flower","Silky Oak","Wild harvested Australian indigenous food.","Grevillea pteridifolia","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1262"
"15A10141","Grevillea Sp., Flower","","Wild harvested Australian indigenous food.","Grevillea sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1263"
"15A10142","Grevillea Striata, Flower","","Wild harvested Australian indigenous food.","Grevillea striata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1264"
"15A10317","Grewia Breviflora, Emu Berry, Fruit","Emu Berry","Wild harvested Australian indigenous food.","Grewia breviflora","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1265"
"15A10318","Grewia Latifolia, Emu Berry, Fruit","Emu Berry","Wild harvested Australian indigenous food.","Grewia latifolia","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1266"
"15A10319","Grewia Multiflora, Emu Berry, Fruit","Emu Berry","Wild harvested Australian indigenous food.","Grewia multiflora","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1267"
"15A10320","Grewia Retusifolia, Emu Berry, Fruit","Emu Berry","Wild harvested Australian indigenous food.","Grewia retusifolia","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1268"
"15A10143","Heliotropium Asperrimum, Seed","","Wild harvested Australian indigenous food.","Heliotropium asperrimum","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1269"
"15A10144","Heteropogon Triticeus, Spear Grass, Leaves","Spear Grass","Wild harvested Australian indigenous food.","Heteropogon triticeus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1270"
"15A10145","Hibiscus Diversifolius, Flower","","Wild harvested Australian indigenous food.","Hibiscus diversifolius","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1271"
"15A10321","Hibiscus Heterophyllus, Native Rosella, Carpels","Native Rosella","Wild harvested Australian indigenous food.","Hibiscus heterophyllus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1272"
"15A10146","Hibiscus Heterophyllus, Native Rosella, Flower","Native Rosella","Wild harvested Australian indigenous food.","Hibiscus heterophyllus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1273"
"15A10147","Hibiscus Tiliaceus, Cotton Tree, Flower","Cotton Tree","Wild harvested Australian indigenous food.","Hibiscus tiliaceus","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1274"
"15A10148","Hicksbeachia Pinnatifolia, Monkey Nut, Nut","Monkey Nut","Wild harvested Australian indigenous food.","Hicksbeachia pinnatifolia","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1275"
"15A10322","Hornnstedtia Sp., Red Ginger, Green Pod","Red Ginger","Wild harvested Australian indigenous food.","Hornnstedtia sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1276"
"15A10149","Horsfieldia Australiana, Kernel","","Wild harvested Australian indigenous food.","Horsfieldia australiana","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1277"
"15A10150","Hypoxis Sp.","","Wild harvested Australian indigenous food.","Hypoxis sp.","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1278"
"15A20028","Intada Margerafida, Black Lip Oyster, Flesh","Black Lip Oyster","Wild harvested Australian indigenous food.","Intada margerafida","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1279"
"15A10151","Ipomoea Costata, Bush Potato, Tuber","Bush Potato","Wild harvested Australian indigenous food.","Ipomoea costata","Analysed","6.25","0.900","0.000","Sample collected in the wild prior to 1990.","Nil","100%","Indigenous Foods","","1280"
